x_0;x_1;x_2;x_3;x_4;x_5;x_6;x_7;x_8;x_9
0,29960594;0,3072841;0,2622102;0,2721991;0,29960594;0,29108316;0,28188676;0,2721991;0,28188676;0,29108316
0,23937888;0,24350476;0,22803824;0,22998405;0,23937888;0,23570783;0,23255704;0,22998405;0,23255704;0,23570783
0,19626535;0,19354726;0,2100745;0,20621692;0,19626535;0,19929343;0,20261665;0,20621692;0,20261665;0,19929343
-0,09060763;-0,08835262;-0,08853991;-0,09070878;-0,09060763;-0,09175818;-0,09178983;-0,09070878;-0,09178983;-0,09175818
0,030914046;0,03689736;0,016881421;0,01894693;0,030914046;0,02593118;0,021949627;0,01894693;0,021949627;0,02593118
-0,069098115;-0,07732574;-0,015717983;-0,03194595;-0,069098115;-0,058748603;-0,046333052;-0,03194595;-0,046333052;-0,058748603
-0,16614719;-0,17482409;-0,111278094;-0,12801686;-0,16614719;-0,15546477;-0,1427543;-0,12801686;-0,1427543;-0,15546477
-0,15376677;-0,16432865;-0,10124767;-0,11564357;-0,15376677;-0,14204577;-0,12929201;-0,11564357;-0,12929201;-0,14204577
-0,1181301;-0,118036225;-0,101397336;-0,10815056;-0,1181301;-0,116528;-0,113202184;-0,10815056;-0,113202184;-0,116528
-0,043748382;-0,033125516;-0,06727485;-0,06456357;-0,043748382;-0,05264477;-0,059637852;-0,06456357;-0,059637852;-0,05264477
-0,03266496;-0,015846778;-0,085794985;-0,07517459;-0,03266496;-0,048346434;-0,06260718;-0,07517459;-0,06260718;-0,048346434
-0,3025406;-0,2841102;-0,36070302;-0,34911752;-0,3025406;-0,3197345;-0,33536476;-0,34911752;-0,33536476;-0,3197345
-0,3629752;-0,33821732;-0,45215747;-0,4319017;-0,3629752;-0,38703626;-0,41010642;-0,4319017;-0,41010642;-0,38703626
-0,4038136;-0,39582607;-0,43366426;-0,4268036;-0,4038136;-0,41173425;-0,419446;-0,4268036;-0,419446;-0,41173425
-0,13429397;-0,12869787;-0,17117627;-0,1600807;-0,13429397;-0,14147802;-0,15012397;-0,1600807;-0,15012397;-0,14147802
-0,25180358;-0,25153658;-0,26278785;-0,25872284;-0,25180358;-0,25313184;-0,25546673;-0,25872284;-0,25546673;-0,25313184
-0,1359241;-0,12935525;-0,16846289;-0,15949236;-0,1359241;-0,14316452;-0,15103799;-0,15949236;-0,15103799;-0,14316452
-0,031236663;-0,025885925;-0,058877915;-0,051129133;-0,031236663;-0,037258975;-0,04390631;-0,051129133;-0,04390631;-0,037258975
0,15992548;0,1439987;0,2050589;0,19680849;0,15992548;0,17413174;0,18646725;0,19680849;0,18646725;0,17413174
0,13810517;0,12198738;0,18880208;0,1785055;0,13810517;0,15301089;0,16652973;0,1785055;0,16652973;0,15301089
0,012454264;0,0037543178;0,046734102;0,038445644;0,012454264;0,021205828;0,029903524;0,038445644;0,029903524;0,021205828
0,08662615;0,06981444;0,15435869;0,13762338;0,08662615;0,10362424;0,120668545;0,13762338;0,120668545;0,10362424
-0,07949646;-0,10099197;0,006699048;-0,014719993;-0,07949646;-0,057894856;-0,036275633;-0,014719993;-0,036275633;-0,057894856
0,08826377;0,065668054;0,16674094;0,14897391;0,08826377;0,109716125;0,12996377;0,14897391;0,12996377;0,109716125
-0,074243;-0,09613398;0,008007884;-0,011886403;-0,074243;-0,05294215;-0,03217861;-0,011886403;-0,03217861;-0,05294215
0,09469198;0,08573864;0,12755924;0,1196953;0,09469198;0,10331057;0,11162971;0,1196953;0,11162971;0,10331057
0,24891055;0,22883424;0,3280214;0,3087602;0,24891055;0,26903248;0,28903857;0,3087602;0,28903857;0,26903248
0,43700984;0,41512215;0,5187787;0,49968445;0,43700984;0,4585616;0,4795333;0,49968445;0,4795333;0,4585616
0,1602703;0,15442304;0,18629529;0,17983411;0,1602703;0,1666;0,17319502;0,17983411;0,17319502;0,1666
-0,09912166;-0,10658316;-0,065575406;-0,074180245;-0,09912166;-0,09111978;-0,08274971;-0,074180245;-0,08274971;-0,09111978
-0,25844884;-0,26518685;-0,22473429;-0,23385745;-0,25844884;-0,2508722;-0,24262175;-0,23385745;-0,24262175;-0,2508722
-0,3187364;-0,31576154;-0,3092223;-0,31453905;-0,3187364;-0,31944284;-0,3179981;-0,31453905;-0,3179981;-0,31944284
-0,36380345;-0,36685452;-0,32947287;-0,341013;-0,36380345;-0,35836846;-0,35071146;-0,341013;-0,35071146;-0,35836846
-0,1598876;-0,16962028;-0,10199611;-0,11904414;-0,1598876;-0,1481411;-0,13448182;-0,11904414;-0,13448182;-0,1481411
-0,37237677;-0,37066448;-0,3547362;-0,36262912;-0,37237677;-0,37156487;-0,36828378;-0,36262912;-0,36828378;-0,37156487
0,12514898;0,13740721;0,07132217;0,085547924;0,12514898;0,112431705;0,099239826;0,085547924;0,099239826;0,112431705
0,28848287;0,3085254;0,19818173;0,22181103;0,28848287;0,2671868;0,24488485;0,22181103;0,24488485;0,2671868
0,19081278;0,21355265;0,09590762;0,119793385;0,19081278;0,16745752;0,14371201;0,119793385;0,14371201;0,16745752
0,18328539;0,1969457;0,11986373;0,13662733;0,18328539;0,16855083;0,15292974;0,13662733;0,15292974;0,16855083
0,19795027;0,20904104;0,15227163;0,16372739;0,19795027;0,18664986;0,17521523;0,16372739;0,17521523;0,18664986
0,15589358;0,17004645;0,10291753;0,11557694;0,15589358;0,14208527;0,1286398;0,11557694;0,1286398;0,14208527
-0,2322696;-0,22366627;-0,24967842;-0,24777004;-0,2322696;-0,23912497;-0,24427386;-0,24777004;-0,24427386;-0,23912497
-0,05076827;-0,04246141;-0,07575973;-0,07061188;-0,05076827;-0,058187604;-0,06477949;-0,07061188;-0,06477949;-0,058187604
-0,40559042;-0,408034;-0,37206277;-0,3837995;-0,40559042;-0,40067855;-0,39338008;-0,3837995;-0,39338008;-0,40067855
-0,2846598;-0,28785124;-0,24745701;-0,26017082;-0,2846598;-0,2789198;-0,2707144;-0,26017082;-0,2707144;-0,2789198
-0,19903377;-0,19567996;-0,18132761;-0,1904136;-0,19903377;-0,19929436;-0,1964196;-0,1904136;-0,1964196;-0,19929436
0,14438167;0,13071755;0,21529537;0,19551226;0,14438167;0,15985109;0,17695896;0,19551226;0,17695896;0,15985109
0,3208143;0,30046147;0,41244662;0,38850045;0,3208143;0,34243035;0,36507544;0,38850045;0,36507544;0,34243035
0,5741991;0,5652046;0,620875;0,6080228;0,5741991;0,58446515;0,59581053;0,6080228;0,59581053;0,58446515
0,14502668;0,14731103;0,14592299;0,14433545;0,14502668;0,14380562;0,14359918;0,14433545;0,14359918;0,14380562
0,18245727;0,17861547;0,21175152;0,2026721;0,18245727;0,1878459;0,19464014;0,2026721;0,19464014;0,1878459
-0,13525897;-0,1391219;-0,092850044;-0,10689829;-0,13525897;-0,128418;-0,118864045;-0,10689829;-0,118864045;-0,128418
-0,02378007;-0,024470322;0,007798247;-0,003873773;-0,02378007;-0,019958764;-0,013231657;-0,003873773;-0,013231657;-0,019958764
-0,22758324;-0,22638318;-0,20085011;-0,21176912;-0,22758324;-0,22540867;-0,2200542;-0,21176912;-0,2200542;-0,22540867
-0,33353686;-0,33051944;-0,32349065;-0,32896113;-0,33353686;-0,3341754;-0,3325898;-0,32896113;-0,3325898;-0,3341754
-0,25348812;-0,25974685;-0,21187098;-0,22421333;-0,25348812;-0,24530376;-0,23545328;-0,22421333;-0,23545328;-0,24530376
-0,4551171;-0,45754826;-0,42295617;-0,43392622;-0,4551171;-0,45022896;-0,44309205;-0,43392622;-0,44309205;-0,45022896
-0,34793106;-0,36054528;-0,2688859;-0,2924439;-0,34793106;-0,33223107;-0,31365284;-0,2924439;-0,31365284;-0,33223107
-0,5538732;-0,56553054;-0,47973353;-0,5019389;-0,5538732;-0,5392508;-0,5218628;-0,5019389;-0,5218628;-0,5392508
-0,47618946;-0,49613518;-0,3678258;-0,3985479;-0,47618946;-0,45307803;-0,4270875;-0,3985479;-0,4270875;-0,45307803
-0,5443101;-0,5639975;-0,4303254;-0,46349376;-0,5443101;-0,52081877;-0,49377722;-0,46349376;-0,49377722;-0,52081877
-0,35165024;-0,36861578;-0,2567191;-0,284175;-0,35165024;-0,3318319;-0,30928355;-0,284175;-0,30928355;-0,3318319
-0,35353145;-0,38079423;-0,21792445;-0,25549686;-0,35353145;-0,32348034;-0,29074967;-0,25549686;-0,29074967;-0,32348034
-0,40109098;-0,41450033;-0,31962436;-0,3441504;-0,40109098;-0,38491708;-0,36593437;-0,3441504;-0,36593437;-0,38491708
0,15940133;0,14812481;0,21667486;0,20064357;0,15940133;0,17193043;0,18569669;0,20064357;0,18569669;0,17193043
-0,3421095;-0,3440715;-0,31142867;-0,32247794;-0,3421095;-0,3378597;-0,33130807;-0,32247794;-0,33130807;-0,3378597
-0,43112963;-0,42847365;-0,4142394;-0,42263436;-0,43112963;-0,43108082;-0,42825627;-0,42263436;-0,42825627;-0,43108082
-0,73179156;-0,72899866;-0,72409105;-0,7286905;-0,73179156;-0,73262507;-0,73156476;-0,7286905;-0,73156476;-0,73262507
-0,58724606;-0,59617084;-0,54231066;-0,55466497;-0,58724606;-0,57726455;-0,5663595;-0,55466497;-0,5663595;-0,57726455
-0,124126315;-0,14113909;-0,059731543;-0,074792504;-0,124126315;-0,1072292;-0,090702474;-0,074792504;-0,090702474;-0,1072292
-0,3047588;-0,31443176;-0,2661915;-0,27534714;-0,3047588;-0,294864;-0,28498185;-0,27534714;-0,28498185;-0,294864
-0,27315718;-0,2811833;-0,24096513;-0,24889962;-0,27315718;-0,265062;-0,256955;-0,24889962;-0,256955;-0,265062
-0,80210847;-0,80448806;-0,77646244;-0,78525376;-0,80210847;-0,7981041;-0,79247934;-0,78525376;-0,79247934;-0,7981041
-0,7103445;-0,72341514;-0,64860696;-0,66492766;-0,7103445;-0,696062;-0,6808341;-0,66492766;-0,6808341;-0,696062
-1,1836193;-1,1905872;-1,1249374;-1,1437142;-1,1836193;-1,173327;-1,159939;-1,1437142;-1,159939;-1,173327
-1,0977839;-1,1035475;-1,0459858;-1,0627583;-1,0977839;-1,0889089;-1,077152;-1,0627583;-1,077152;-1,0889089
-0,6712785;-0,68166983;-0,62091315;-0,63430834;-0,6712785;-0,6597457;-0,6473361;-0,63430834;-0,6473361;-0,6597457
-0,18280125;-0,18500912;-0,17194045;-0,17482784;-0,18280125;-0,18032083;-0,17764133;-0,17482784;-0,17764133;-0,18032083
-0,007543981;-0,012011513;0,008857146;0,005334392;-0,007543981;-0,003034845;0,0013176203;0,005334392;0,0013176203;-0,003034845
-0,16362774;-0,16700803;-0,15757753;-0,15781133;-0,16362774;-0,1609014;-0,15893629;-0,15781133;-0,15893629;-0,1609014
-0,1343951;-0,121405765;-0,20304035;-0,18363097;-0,1343951;-0,14916152;-0,16561624;-0,18363097;-0,16561624;-0,14916152
-0,16318244;-0,15794143;-0,19248316;-0,18410957;-0,16318244;-0,16934955;-0,1763594;-0,18410957;-0,1763594;-0,16934955
-0,054815628;-0,04399328;-0,11208594;-0,09612636;-0,054815628;-0,06725355;-0,081100285;-0,09612636;-0,081100285;-0,06725355
0,22832975;0,24900745;0,12260032;0,1517177;0,22832975;0,20498347;0,17931718;0,1517177;0,17931718;0,20498347
-0,24641892;-0,23352826;-0,3064171;-0,29052237;-0,24641892;-0,26033103;-0,27509436;-0,29052237;-0,27509436;-0,26033103
-0,16802749;-0,14414275;-0,28001297;-0,25036755;-0,16802749;-0,19395547;-0,22153948;-0,25036755;-0,22153948;-0,19395547
0,19782309;0,22518463;0,07248986;0,10532057;0,19782309;0,16843326;0,1374505;0,10532057;0,1374505;0,16843326
-0,0056685507;0,008028835;-0,06910151;-0,05248647;-0,0056685507;-0,020500585;-0,036197044;-0,05248647;-0,036197044;-0,020500585
-0,22987826;-0,21950296;-0,27332193;-0,26238403;-0,22987826;-0,24055311;-0,25142434;-0,26238403;-0,25142434;-0,24055311
-0,38178915;-0,36740187;-0,4390318;-0,42511755;-0,38178915;-0,39632177;-0,4108234;-0,42511755;-0,4108234;-0,39632177
-0,76428235;-0,7395315;-0,85588455;-0,8346422;-0,76428235;-0,7885612;-0,8121065;-0,8346422;-0,8121065;-0,7885612
-0,41019833;-0,38345766;-0,4998951;-0,4806524;-0,41019833;-0,43551594;-0,4590999;-0,4806524;-0,4590999;-0,43551594
-0,4976197;-0,48078358;-0,54372877;-0,5358131;-0,4976197;-0,51255846;-0,52536124;-0,5358131;-0,52536124;-0,51255846
-0,35507292;-0,34978557;-0,35926068;-0,36087853;-0,35507292;-0,35872746;-0,36068285;-0,36087853;-0,36068285;-0,35872746
0,031419456;0,0429883;-0,007944286;0,0004950464;0,031419456;0,020357221;0,00998795;0,0004950464;0,00998795;0,020357221
-0,2644196;-0,25142732;-0,31615025;-0,30371946;-0,2644196;-0,27761135;-0,29078934;-0,30371946;-0,29078934;-0,27761135
-0,4639035;-0,46194923;-0,46366903;-0,46486053;-0,4639035;-0,46501273;-0,4653191;-0,46486053;-0,4653191;-0,46501273
-0,19038965;-0,20241337;-0,14452933;-0,15555981;-0,19038965;-0,1785378;-0,16691135;-0,15555981;-0,16691135;-0,1785378
-0,4258706;-0,43039203;-0,4049252;-0,41046277;-0,4258706;-0,42099857;-0,41584122;-0,41046277;-0,41584122;-0,42099857
-0,035592914;-0,033691555;-0,051596075;-0,046390653;-0,035592914;-0,038353205;-0,04196173;-0,046390653;-0,04196173;-0,038353205
-0,21784666;-0,20701541;-0,26695997;-0,25406978;-0,21784666;-0,22937542;-0,24149282;-0,25406978;-0,24149282;-0,22937542
-0,029788002;-0,032888293;-0,032880932;-0,029947057;-0,029788002;-0,028301954;-0,028382555;-0,029947057;-0,028382555;-0,028301954
0,30887616;0,31573358;0,26451918;0,27797022;0,30887616;0,3002525;0,28992075;0,27797022;0,28992075;0,3002525
0,64466834;0,6594063;0,5669936;0,58899707;0,64466834;0,6279562;0,60936165;0,58899707;0,60936165;0,6279562
0,20785585;0,22425893;0,14245263;0,15871233;0,20785585;0,19144502;0,17505366;0,15871233;0,17505366;0,19144502
0,32083142;0,33478427;0,25971892;0,27560884;0,32083142;0,3062669;0,29116178;0,27560884;0,29116178;0,3062669
-0,15764365;-0,14102381;-0,19791552;-0,191965;-0,15764365;-0,17173935;-0,18321104;-0,191965;-0,18321104;-0,17173935
-0,13991143;-0,13159001;-0,14716716;-0,14920019;-0,13991143;-0,14561096;-0,14869766;-0,14920019;-0,14869766;-0,14561096
-0,22364423;-0,21435797;-0,23010911;-0,23292056;-0,22364423;-0,22978556;-0,23284838;-0,23292056;-0,23284838;-0,22978556
-0,17024611;-0,16718903;-0,15161449;-0,16080105;-0,17024611;-0,17018272;-0,16701765;-0,16080105;-0,16701765;-0,17018272
0,012076914;0,010642201;0,030498415;0,023725823;0,012076914;0,014646709;0,018485114;0,023725823;0,018485114;0,014646709
-0,017141499;-0,014848632;-0,018588506;-0,019625006;-0,017141499;-0,018767983;-0,019636013;-0,019625006;-0,019636013;-0,018767983
0,20710221;0,19301538;0,26777974;0,2523337;0,20710221;0,22182173;0,2369613;0,2523337;0,2369613;0,22182173
0,2783354;0,26972282;0,32472408;0,3115708;0,2783354;0,28826123;0,29937863;0,3115708;0,29937863;0,28826123
0,43052214;0,42466584;0,45801395;0,45058325;0,43052214;0,436814;0,4435095;0,45058325;0,4435095;0,436814
0,56562936;0,5648174;0,56683576;0,5669108;0,56562936;0,56627727;0,56671596;0,5669108;0,56671596;0,56627727
0,5425488;0,5576938;0,48679557;0,49960706;0,5425488;0,5276808;0,5132993;0,49960706;0,5132993;0,5276808
0,37897378;0,3788295;0,39160332;0,3865327;0,37897378;0,3802594;0,38276115;0,3865327;0,38276115;0,3802594
0,2612716;0,24817573;0,31894234;0,30371207;0,2612716;0,27488503;0,28902832;0,30371207;0,28902832;0,27488503
0,09392632;0,09256905;0,10580897;0,10185218;0,09392632;0,09591559;0,09855443;0,10185218;0,09855443;0,09591559
-0,10400522;-0,098688535;-0,11325018;-0,11304145;-0,10400522;-0,10827588;-0,11133823;-0,11304145;-0,11133823;-0,10827588
0,44748798;0,45609713;0,4092939;0,41912907;0,44748798;0,4383646;0,4288651;0,41912907;0,4288651;0,4383646
0,2772298;0,2683891;0,31148764;0,30322367;0,2772298;0,28603;0,29471716;0,30322367;0,29471716;0,28603
0,25803822;0,25719935;0,25925282;0,25933227;0,25803822;0,2586954;0,2591371;0,25933227;0,2591371;0,2586954
0,40489084;0,39956993;0,4170505;0,41540885;0,40489084;0,40932134;0,41283226;0,41540885;0,41283226;0,40932134
0,6959698;0,6944938;0,6824523;0,68873274;0,6959698;0,69551265;0,6930981;0,68873274;0,6930981;0,69551265
0,70157385;0,6987901;0,7009922;0,70299244;0,70157385;0,703243;0,7037323;0,70299244;0,7037323;0,703243
0,67193925;0,68291855;0,6219637;0,63527584;0,67193925;0,6603036;0,6480676;0,63527584;0,6480676;0,6603036
0,54968864;0,5709742;0,46373042;0,48488837;0,54968864;0,52808523;0,50640917;0,48488837;0,50640917;0,52808523
0,5781808;0,596054;0,4964813;0,51821715;0,5781808;0,55917805;0,5391535;0,51821715;0,5391535;0,55917805
0,20147228;0,19460237;0,2216936;0,21798289;0,20147228;0,20774446;0,21329117;0,21798289;0,21329117;0,20774446
0,33057958;0,32706314;0,3477045;0,34315825;0,33057958;0,33449054;0,33871612;0,34315825;0,33871612;0,33449054
0,2869442;0,2857652;0,28889778;0,2888273;0,2869442;0,28784597;0,28847435;0,2888273;0,28847435;0,28784597
0,51015496;0,517685;0,46422362;0,47800177;0,51015496;0,5010114;0,49028116;0,47800177;0,49028116;0,5010114
0,27789384;0,2956671;0,20196672;0,22135352;0,27789384;0,25948012;0,24058;0,22135352;0,24058;0,25948012
0,29045287;0,29778448;0,2543841;0,264449;0,29045287;0,28246376;0,27380228;0,264449;0,27380228;0,28246376
0,00489226;0,017629802;-0,05656804;-0,03967154;0,00489226;-0,008914232;-0,023776159;-0,03967154;-0,023776159;-0,008914232
0,010601119;0,020918317;-0,041556977;-0,026941145;0,010601119;-0,00082353735;-0,013346966;-0,026941145;-0,013346966;-0,00082353735
0,17055067;0,17737557;0,12277992;0,13774346;0,17055067;0,161666;0,15072224;0,13774346;0,15072224;0,161666
0,30393648;0,31818908;0,23432297;0,25332695;0,30393648;0,28827834;0,27136007;0,25332695;0,27136007;0,28827834
0,1256519;0,12719482;0,10733174;0,11373997;0,1256519;0,12290773;0,11893833;0,11373997;0,11893833;0,12290773
-0,43738532;-0,4403509;-0,4227882;-0,42699784;-0,43738532;-0,43421593;-0,43077838;-0,42699784;-0,43077838;-0,43421593
-0,47858098;-0,4580307;-0,5589388;-0,5396043;-0,47858098;-0,499175;-0,51959616;-0,5396043;-0,51959616;-0,499175
-0,3837621;-0,35928607;-0,47901762;-0,4563573;-0,3837621;-0,4083468;-0,43267184;-0,4563573;-0,43267184;-0,4083468
-0,3376722;-0,31783032;-0,4156415;-0,3968521;-0,3376722;-0,35761246;-0,37742174;-0,3968521;-0,37742174;-0,35761246
-0,5752019;-0,57073367;-0,5946103;-0,5899787;-0,5752019;-0,5800389;-0,5850402;-0,5899787;-0,5850402;-0,5800389
-0,7726529;-0,76287717;-0,801864;-0,7962524;-0,7726529;-0,7815375;-0,78943884;-0,7962524;-0,78943884;-0,7815375
-0,7532128;-0,73806006;-0,8129966;-0,7982811;-0,7532128;-0,76832604;-0,78336644;-0,7982811;-0,78336644;-0,76832604
-0,8326497;-0,82098573;-0,875224;-0,865149;-0,8326497;-0,84387887;-0,85470444;-0,865149;-0,85470444;-0,84387887
-0,7092089;-0,7000225;-0,7405879;-0,73330754;-0,7092089;-0,7177331;-0,7257254;-0,73330754;-0,7257254;-0,7177331
-0,7522305;-0,7324191;-0,8266671;-0,80898726;-0,7522305;-0,77166134;-0,79061484;-0,80898726;-0,79061484;-0,77166134
-0,723987;-0,7220763;-0,73318154;-0,7307747;-0,723987;-0,72611344;-0,728397;-0,7307747;-0,728397;-0,72611344
-0,59410596;-0,6137797;-0,5277426;-0,54265845;-0,59410596;-0,57574296;-0,55862343;-0,54265845;-0,55862343;-0,57574296
-0,3794021;-0,3949315;-0,33242846;-0,34213257;-0,3794021;-0,36549288;-0,35310888;-0,34213257;-0,35310888;-0,36549288
-0,12386127;-0,13792811;-0,09281771;-0,09676318;-0,12386127;-0,11228748;-0,103249535;-0,09676318;-0,103249535;-0,11228748
0,19497514;0,18347523;0,20014186;0,20482549;0,19497514;0,20233744;0,20559564;0,20482549;0,20559564;0,20233744
0,3417045;0,33964044;0,3165757;0,32758206;0,3417045;0,34030402;0,33554876;0,32758206;0,33554876;0,34030402
0,11907686;0,11612649;0,100208804;0,10921736;0,11907686;0,11882439;0,11548577;0,10921736;0,11548577;0,11882439
-0,021436855;-0,005994551;-0,10619616;-0,082100414;-0,021436855;-0,03944215;-0,059754588;-0,082100414;-0,059754588;-0,03944215
0,22475359;0,23572166;0,16266309;0,18054298;0,22475359;0,21177718;0,19697703;0,18054298;0,19697703;0,21177718
0,28684652;0,2989316;0,21452492;0,23603779;0,28684652;0,27228743;0,25532344;0,23603779;0,25532344;0,27228743
0,09458627;0,099860415;0,060042165;0,07061389;0,09458627;0,0879264;0,0799219;0,07061389;0,0799219;0,0879264
0,0137957595;0,0116876885;0,017703244;0,017616611;0,0137957595;0,015554383;0,016863372;0,017616611;0,016863372;0,015554383
0,1468925;0,14023915;0,17283697;0,1667211;0,1468925;0,15361376;0,16026863;0,1667211;0,16026863;0,15361376
0,45926282;0,43256634;0,5530482;0,5320492;0,45926282;0,4849144;0,5092598;0,5320492;0,5092598;0,4849144
0,44352207;0,42243046;0,5155314;0,49987918;0,44352207;0,46363235;0,48250124;0,49987918;0,48250124;0,46363235
0,5061796;0,5010467;0,5116965;0,5129793;0,5061796;0,5100255;0,51236105;0,5129793;0,51236105;0,5100255
0,534886;0,526434;0,5545766;0,552293;0,534886;0,5421963;0,54808646;0,552293;0,54808646;0,5421963
0,7625218;0,764046;0,7318247;0,743691;0,7625218;0,7588026;0,7526103;0,743691;0,7526103;0,7588026
0,92244947;0,91864336;0,90797114;0,91633546;0,92244947;0,9234414;0,9214524;0,91633546;0,9214524;0,9234414
0,62367713;0,61580026;0,63854843;0,6377623;0,62367713;0,6301142;0,63488275;0,6377623;0,63488275;0,6301142
0,22602421;0,20437276;0,31202143;0,29112077;0,22602421;0,24786475;0,26964867;0,29112077;0,26964867;0,24786475
0,36359492;0,32950634;0,49867532;0,46579057;0,36359492;0,39790034;0,432082;0,46579057;0,432082;0,39790034
0,36964864;0,32722485;0,52731764;0,4906034;0,36964864;0,4113225;0,4517916;0,4906034;0,4517916;0,4113225
0,10698761;0,07174876;0,2409979;0,20925225;0,10698761;0,14188933;0,17609735;0,20925225;0,17609735;0,14188933
-0,06751498;-0,11497306;0,10950665;0,06794334;-0,06751498;-0,020949133;0,024332516;0,06794334;0,024332516;-0,020949133
0,2768459;0,24672836;0,3638268;0,34760198;0,2768459;0,3038813;0,32754976;0,34760198;0,32754976;0,3038813
0,124907576;0,08436678;0,25917453;0,23045908;0,124907576;0,16300952;0,19830489;0,23045908;0,19830489;0,16300952
-0,06203539;-0,07994526;0,007520452;-0,009231001;-0,06203539;-0,044172764;-0,02651681;-0,009231001;-0,02651681;-0,044172764
0,18245897;0,18094912;0,17619605;0,179496;0,18245897;0,18268584;0,18167968;0,179496;0,18167968;0,18268584
-0,03445214;-0,032401904;-0,048971534;-0,0445659;-0,03445214;-0,03721772;-0,040617585;-0,0445659;-0,040617585;-0,03721772
-0,09369968;-0,10210019;-0,05231402;-0,06387968;-0,09369968;-0,08455452;-0,074623;-0,06387968;-0,074623;-0,08455452
0,17932078;0,17088544;0,20143904;0,19763845;0,17932078;0,1865868;0,19269049;0,19763845;0,19269049;0,1865868
-0,12740187;-0,1336229;-0,10525215;-0,11021578;-0,12740187;-0,12137018;-0,11561358;-0,11021578;-0,11561358;-0,12137018
0,03833416;0,045428336;0,0034825802;0,013091564;0,03833416;0,030555233;0,022129096;0,013091564;0,022129096;0,030555233
0,087851934;0,10183349;0,02674826;0,042782243;0,087851934;0,073345296;0,05831963;0,042782243;0,05831963;0,073345296
-0,028079413;-0,023082651;-0,042822585;-0,039617445;-0,028079413;-0,03240591;-0,036200132;-0,039617445;-0,036200132;-0,03240591
0,09287199;0,1023884;0,055578247;0,06492306;0,09287199;0,08350475;0,07421189;0,06492306;0,07421189;0,08350475
-0,06269997;-0,035209745;-0,16746041;-0,14226091;-0,06269997;-0,089776896;-0,116332315;-0,14226091;-0,116332315;-0,089776896
0,51288944;0,5409807;0,3831253;0,41774467;0,51288944;0,48285145;0,4510644;0,41774467;0,4510644;0,48285145
0,4005014;0,41207582;0,32465214;0,34779748;0,4005014;0,38586608;0,36825633;0,34779748;0,36825633;0,38586608
0,3502217;0,35778046;0,29431665;0,31193858;0,3502217;0,34001216;0,32721683;0,31193858;0,32721683;0,34001216
0,32804987;0,32656813;0,31054544;0,3184421;0,32804987;0,32720816;0,3240066;0,3184421;0,3240066;0,32720816
