x_1;x_2
-0,57468146;-0,6699139
-0,99517405;-1,0120242
-1,265989;-1,3308957
-1,2390397;-1,3082242
-0,98793054;-1,0536638
-0,7709299;-0,8399547
-0,5312569;-0,6082657
-0,8315688;-0,9146173
-0,6662344;-0,77149284
-0,8478923;-0,9432898
-0,630953;-0,7283683
-0,48134476;-0,5377468
-0,61251307;-0,66692257
-0,15269998;-0,18855414
-0,19183768;-0,1955502
-0,14616702;-0,17097631
0,022139497;0,042056873
0,53995913;0,53583777
0,3328387;0,35573196
0,33688197;0,41481382
-0,022432923;-0,009535223
0,01372928;-0,04811486
0,1581234;0,18811582
0,42654857;0,4253624
0,17869903;0,1923921
-0,09938519;-0,05691558
-0,14225623;-0,041454367
-0,08865861;-0,06294515
-0,2076902;-0,14784333
0,012650818;0,066567965
-0,015760392;0,068130136
-0,31170714;-0,2728968
-0,29645956;-0,28947946
-0,113342695;-0,1914132
0,22486284;0,15502709
0,4016605;0,32044268
0,4464835;0,3395681
0,32684234;0,32744777
0,4900808;0,4718938
0,42816454;0,42998815
0,0064373612;0,06669879
0,5226586;0,53413665
0,65898967;0,7130085
0,5633973;0,59692246
0,3548524;0,4120119
0,11531265;0,13420138
0,0018154904;0,029358894
0,0688327;0,13431051
0,0075676814;0,051261272
0,07820414;0,134696
0,084750004;0,07230772
0,0040302277;-0,09975229
-0,11186768;-0,189035
-0,48222214;-0,48618054
-0,26474354;-0,2566647
-0,017320827;-0,053625494
-0,13667604;-0,13811752
0,06518022;-0,011881508
-0,08678057;-0,13198487
-0,22177681;-0,19771813
-0,27161205;-0,19369659
-0,3237712;-0,28843597
-0,2508356;-0,1823799
-0,3534425;-0,2660779
-0,52509844;-0,38689566
-0,34860265;-0,23975861
-0,39635628;-0,34583667
-0,61626405;-0,5879861
-0,3966741;-0,3693506
-0,61095595;-0,5557103
-0,39395472;-0,37878847
-0,4413644;-0,33654112
-0,33590245;-0,25579554
-0,15199348;-0,08799884
-0,042170428;0,02054543
-0,15448327;-0,1591176
0,02198691;0,006286755
0,02732262;0,024393497
0,063831635;0,026216116
-0,3532585;-0,33354002
-0,15600055;-0,16587985
0,085907295;0,109541
0,2780515;0,31691617
0,23460163;0,21879277
0,025652975;0,015302628
-0,15269752;-0,20032513
0,0022436976;-0,07393448
-0,27815706;-0,3299101
-0,2319401;-0,2784436
-0,25122198;-0,21531966
-0,35361105;-0,32973725
-0,40176827;-0,3784216
-0,5749509;-0,5143606
-0,4099948;-0,3978391
-0,07431859;-0,041387588
-0,3537102;-0,17495519
-0,19833246;-0,09052804
-0,1297068;-0,017862525
-0,10337848;0,062320754
-0,10515647;0,06693748
0,42500192;0,48863035
0,38838974;0,45934168
0,13204777;0,28859133
0,1209556;0,26019058
0,09380427;0,2540215
0,017676484;0,08985194
0,057781674;0,07304329
0,2776177;0,28591698
0,28037158;0,2400422
0,7566306;0,7229416
0,61408275;0,5393182
0,75778484;0,7392409
0,73519963;0,734527
0,66805696;0,76879275
0,5455561;0,6826043
0,6513146;0,86774194
0,59891427;0,7721442
0,5262988;0,66925013
0,2191504;0,34638247
0,4020922;0,47475386
0,28893575;0,3814666
0,37371486;0,48974192
-0,0047439933;0,10725221
0,085667275;0,16752657
-0,43706346;-0,42128438
0,27690956;0,21358022
0,6183098;0,5363471
0,3869514;0,2983379
0,52943945;0,51467955
0,52459013;0,51878494
0,58232725;0,6299747
0,6802399;0,7205092
1,0165559;0,9715495
0,709855;0,6814613
0,60298157;0,57171595
0,18741047;0,15525961
0,14146487;0,14440933
0,4251959;0,39730185
0,18081455;0,19594052
0,17008233;0,143697
0,08992922;0,042592376
-0,089832254;-0,06707834
-0,13699833;-0,14396186
-0,0883137;-0,051456943
-0,27702874;-0,18466254
-0,13996783;-0,14025551
-0,7216887;-0,6534677
-0,28885064;-0,18795064
-0,5186452;-0,37850857
-0,2594548;-0,20511712
0,09131284;0,11113876
0,24034318;0,30348507
0,17180605;0,24554716
0,31926936;0,3566119
0,42929664;0,35850227
0,3390975;0,2667092
0,6205759;0,6175195
0,7086963;0,6829041
0,7015554;0,6206527
0,8743061;0,8627291
0,62013566;0,67658293
0,018016905;0,087298185
-0,32049853;-0,2705392
-0,54989815;-0,534082
-0,33605716;-0,2837125
-0,31922504;-0,22925396
-0,4545865;-0,4249992
-0,61873984;-0,58907455
-0,7168261;-0,68485904
-0,15841135;-0,12693995
-0,21930693;-0,15643662
-0,29918686;-0,21536121
-0,075035244;0,054227784
-0,24592762;-0,15702245
-0,42670226;-0,40803593
-0,50169384;-0,49734396
-0,25144118;-0,20268865
-0,43079644;-0,36921972
-0,2385689;-0,15618013
-0,32137963;-0,16082314
-0,17655146;-0,15290381
-0,19824062;-0,23555234
-0,13966215;-0,18395385
-0,10947848;-0,16334543
-0,09593414;-0,117726766
-0,11036652;-0,05782488
0,10891982;0,08457562
0,074851185;0,06367394
-0,07782156;-0,11225358
-0,10348964;-0,13367796
-0,26848197;-0,39017737
-0,25182366;-0,25365227
-0,1062714;-0,111145325
-0,16373578;-0,176053
-0,059366316;-0,10198772
-0,2086091;-0,22235401
-0,05951754;-0,13708423
0,22187096;0,19974005
0,37721995;0,34590125
0,627429;0,621438
0,68786013;0,69464314
0,5243254;0,50545204
0,44180024;0,4500635
0,4426757;0,5107548
0,18613103;0,27555752
-0,02005373;0,088826
0,0047593657;0,14326918
-0,03882886;0,12060583
-0,1831609;-0,014653973
0,022340223;0,119911924
0,12733822;0,24495581
-0,0033700317;0,19034755
-0,059413273;0,11531432
-0,44834983;-0,334366
-0,64296967;-0,5725648
-0,6215533;-0,54048324
-0,8248263;-0,72818124
-0,8042416;-0,742076
-0,92814904;-0,8189762
-0,62125665;-0,50569034
-0,2616449;-0,16391733
-0,18996722;-0,13957272
-0,15416437;-0,06663877
-0,15917309;-0,19646563
0,019770935;-0,056540437
0,13097462;0,10282351
-0,099217154;-0,12168781
0,095316626;0,116240375
-0,07129807;-0,095432274
-0,05534939;-0,051838204
-0,242478;-0,14899325
-0,26337653;-0,11755836
-0,46429738;-0,30495983
-0,122799724;-0,024878532
0,022804655;0,13222641
-0,22393149;-0,14067936
-0,2603857;-0,1454518
-0,3551721;-0,3331163
-0,42568454;-0,40270162
-0,38890564;-0,39332616
-0,3220022;-0,33746323
-0,20264448;-0,20377581
-0,20983659;-0,24249004
0,12910461;0,16078989
0,09087665;0,17514336
-0,03353844;-0,013993815
0,043145727;0,04153818
0,44448897;0,4105416
0,3743215;0,29589993
0,3787454;0,36702228
0,18103105;0,23567975
0,438577;0,49577183
0,58932966;0,68388444
0,59523994;0,626935
0,55078167;0,60715604
0,72886586;0,7977016
0,8857039;0,9177449
0,49845484;0,5595954
0,16258527;0,20427887
0,4782421;0,43870294
0,47287422;0,4495044
0,52997494;0,50262535
0,09615791;0,0033920705
0,06494729;-0,045587625
-0,24214573;-0,23652084
0,05886635;0,05131875
0,23490219;0,19243512
0,37580562;0,3495498
0,08936705;0,054631844
-0,19041522;-0,15910794
-0,21996932;-0,20759335
-0,10946685;-0,11610375
-0,06237048;-0,14964129
0,025608208;-0,08292121
-0,02116898;-0,11667503
0,05717603;0,017737158
-0,02362981;0,00356895
-0,05589991;0,028567951
0,00087493286;0,068870574
-0,034053285;0,061589807
-0,26439154;-0,17064922
-0,56229955;-0,4992524
-0,5600756;-0,53056544
-0,4053597;-0,45287064
-0,19881874;-0,23538564
-0,23095289;-0,23047383
-0,43859535;-0,4865445
-0,30463725;-0,34517592
0,029593557;-0,05884126
-0,15016867;-0,15434626
0,104449384;0,080190085
0,57090807;0,6339166
0,39615032;0,4437992
0,7281278;0,7208117
0,31202045;0,29855725
0,1284071;0,11427769
0,028065354;0,011958025
0,02930195;0,105226755
-0,059429422;-0,015767619
0,045184325;0,14640103
-0,16868812;-0,13430488
-0,18883657;-0,09614312
-0,38376415;-0,30941746
-0,0727234;-0,071199596
-0,03823659;0,104762614
-0,16715313;-0,026721776
0,091325104;0,14893396
0,20139387;0,27390122
0,33004856;0,46361917
0,2774515;0,4101886
0,47494584;0,5315569
0,3677572;0,51362634
0,11094917;0,24669915
-0,013598457;0,09708975
-0,07572327;-0,014516853
0,003083311;0,1278569
0,079436414;0,2175836
-0,087687;0,029787779
-0,367389;-0,24311908
-0,31794348;-0,21272314
-0,23111862;-0,041156173
-0,06771716;0,11810373
-0,34781775;-0,1306547
-0,11353354;0,014258049
0,16844308;0,21025836
0,05926153;0,0594889
-0,15917237;-0,082968116
-0,03548062;0,08131841
0,15992737;0,1577547
0,073740646;0,12513606
0,40076643;0,4248503
0,17779084;0,1534316
0,05508797;0,005727388
0,26180395;0,157872
0,20954536;0,08826654
0,015676156;-0,022806048
0,18387647;0,14694847
-0,19402118;-0,28589234
-0,14900789;-0,21620771
-0,059642825;-0,08937091
-0,16546908;-0,1759452
0,010834351;-0,043092087
0,16941932;0,22057228
-0,09354299;0,06633452
0,16219291;0,30692008
0,049537048;0,15841028
0,20264299;0,23757419
0,4323191;0,4588548
0,22950336;0,25982174
0,56536365;0,55762506
0,16344014;0,09885988
0,14647278;0,1856169
0,34110662;0,40284157
0,010582924;0,1180429
-0,13355227;-0,06555343
0,33906043;0,38530362
0,6032258;0,6464971
0,4669441;0,47936827
0,37983155;0,30461836
0,3330555;0,3087764
0,2224224;0,21900876
0,2889126;0,23132008
0,09819855;0,020373166
0,13651466;0,19410118
-0,04363685;-0,0041788667
0,46193287;0,50109017
0,16740263;0,16861816
0,31446433;0,30403826
0,22551183;0,31687453
0,5372878;0,58731467
0,36459896;0,42377838
0,19369623;0,25130242
0,1773354;0,20475367
-0,018612951;0,03258376
0,018326372;-0,02947276
-0,14595878;-0,21827903
0,056708746;0,01780659
0,033465747;-0,02728061
0,119347125;0,16234902
0,25337094;0,32683966
-0,114236906;-0,00791508
-0,3533881;-0,3577068
-0,26595044;-0,3138834
0,28890255;0,31936952
0,43165392;0,41813496
0,47543544;0,34296122
0,31979862;0,29636207
0,32372245;0,3261314
0,47044438;0,46895683
0,33490703;0,43286744
0,1544657;0,24281842
-0,12263722;-0,111775145
-0,033416316;-0,053866677
-0,25845158;-0,286338
-0,23951656;-0,15334085
-0,1926368;-0,13346273
0,011706993;0,07226684
-0,16989098;-0,15126145
-0,17904124;-0,22336224
-0,27674782;-0,30889124
-0,39752883;-0,45347276
-0,4621115;-0,53023255
-0,59641963;-0,5761575
-0,2651172;-0,25221646
-0,13975957;-0,12524234
-0,12419073;-0,17541991
-0,24467897;-0,31118417
0,21350221;0,13595651
-5,169213e-05;-0,10717245
-0,00530579;0,00482852
-0,064219885;-0,07712126
-0,044210717;-0,04257141
-0,029885715;-0,029771179
0,16044895;0,17986898
-0,011651829;0,024744697
-0,07590076;-0,10151352
0,07509281;0,04318575
0,30428898;0,24477
0,31998348;0,2986557
-0,0109240115;-0,010080159
-0,10507515;-0,112853326
0,18826982;0,20922764
0,30571154;0,39726356
0,58322394;0,67176116
0,44628772;0,5682626
0,2645095;0,3512138
0,0042618066;0,1565027
0,09800591;0,22284657
0,22440559;0,33260563
0,33384693;0,5250543
0,056137055;0,26386702
0,2862964;0,35454315
0,22470213;0,29334646
0,27911794;0,35491747
0,19004385;0,17673236
0,44181675;0,4390127
0,31435937;0,334319
0,45601374;0,47027558
0,5548127;0,58459115
0,05343342;-0,03623733
0,28323022;0,2673305
0,24773148;0,31360164
0,24805582;0,34828648
-0,24693923;-0,17009395
0,09443374;0,08597024
-0,33373702;-0,30688605
-0,39000818;-0,42732054
-0,3875456;-0,4285617
-0,1863787;-0,25846863
-0,11759998;-0,16771902
-0,34245718;-0,36522135
-0,5091725;-0,55655515
-0,27620572;-0,3265463
-0,009228662;-0,041401148
0,21295254;0,19836555
0,20476288;0,20039967
-0,14066093;-0,094816014
-0,061092813;-0,07549724
-0,2715824;-0,23513973
0,18305828;0,16466177
0,32760328;0,29065666
0,25243804;0,21496788
0,13159278;0,14986914
0,12508443;0,089018196
0,22840524;0,15194875
0,06134858;-0,017604835
-0,33294234;-0,39618087
-0,18966022;-0,22235028
-0,33346406;-0,27981347
-0,16777404;-0,19013768
-0,18485245;-0,22594514
-0,40759563;-0,37560797
-0,222839;-0,1621576
-0,19245146;-0,08182007
0,22061364;0,3041198
0,019193321;0,120008536
-0,12686695;-0,11734512
-0,20138982;-0,2842277
-0,18736462;-0,2633862
-0,43576118;-0,45221427
-0,14845662;-0,10324639
-0,0152846575;-0,0082087815
0,04779019;0,011651471
0,14203918;0,113619424
0,09794372;0,13144238
0,19188137;0,2157737
-0,021892995;-0,004766226
-0,081588075;-0,000722012
-0,1459597;-0,020801181
-0,38400686;-0,25238255
0,035720795;0,15185182
-0,09905935;-0,046719797
-0,27246946;-0,19206627
-0,41016138;-0,3473128
-0,10653001;-0,041352913
-0,3190272;-0,24086277
-0,19705492;-0,15073752
-0,14753644;-0,15580535
-0,094717756;-0,11516218
0,14609677;0,20052928
0,1997013;0,14226484
0,29010603;0,33728528
0,2793166;0,38750896
0,04840213;0,10531312
0,3631313;0,33147526
0,15025778;0,10282417
0,035435587;0,0118498355
0,20457445;0,19847156
0,025653437;0,061418265
-0,06658297;-0,019783556
0,011866055;-0,009479141
0,25434512;0,28913385
0,30848032;0,35342208
0,14937513;0,12187089
0,20454744;0,22604275
0,22265847;0,31955054
0,4653298;0,51745796
0,75752056;0,7812072
0,40752393;0,5074009
0,739069;0,81880796
0,46713498;0,60994124
0,11108068;0,20684668
-0,24651423;-0,15412106
-0,030879349;0,028558247
0,34127748;0,333004
0,48656815;0,46759456
0,48315683;0,48566455
0,34240034;0,26839697
0,08110742;-0,0317609
0,18642005;0,120728575
0,052174404;-0,075816646
0,4659467;0,42713454
0,45984632;0,35783994
0,37029114;0,32520977
0,24656272;0,28341216
0,057903484;0,121363945
0,26572347;0,23584554
0,36701542;0,27905834
-0,15519297;-0,20756553
0,26279002;0,25412598
0,15894388;0,15722866
0,2040961;0,21099418
0,36963713;0,3387473
0,4336524;0,43766385
0,10855247;0,101283774
0,030373126;0,048729207
-0,11161086;-0,09763756
0,00420478;0,029320829
-0,06709309;0,0750411
0,22148184;0,23402911
-0,13305691;-0,082197055
0,39892063;0,4270522
0,15282133;0,23453635
0,039466314;0,053245038
0,032630567;0,018448971
0,09230174;0,055619463
0,12829088;0,13751394
0,12491745;0,037579954
-0,34221998;-0,3151143
-0,6148279;-0,6343399
-0,41128975;-0,44650504
-0,36639792;-0,4342219
-0,4070504;-0,45954508
-0,41802955;-0,44255665
-0,372544;-0,44545007
-0,43325865;-0,516258
-0,583207;-0,66201943
-0,5190367;-0,60458374
0,104209065;0,07393965
0,25552326;0,22257161
0,47697347;0,3351583
0,21656711;0,059274346
0,0768921;-0,105645925
0,06505067;-0,14447168
0,4908645;0,3839037
0,198666;0,10716294
0,11597829;0,11519535
0,1320528;0,12856317
0,18023601;0,13639085
-0,38006282;-0,40609455
-0,051065534;-0,1540006
-0,26011816;-0,41677794
-0,10195818;-0,225243
-0,012601212;-0,04037209
-0,37943122;-0,41818348
-0,44278246;-0,47984028
-0,2509959;-0,34521765
-0,45760003;-0,36843008
-0,4624244;-0,4453004
-0,89900076;-0,89118016
-0,42871228;-0,4181452
-0,45706373;-0,45353913
0,007554084;0,015155792
0,07539315;0,044787724
0,23470995;0,23435521
0,45672905;0,47200477
0,7899681;0,74005055
0,8130048;0,75789684
0,8835451;0,8498904
0,66766983;0,71102685
0,22049788;0,25635207
0,4000594;0,37100613
0,4734308;0,42300168
-0,091196924;-0,033557504
0,05385969;0,19345936
0,1920247;0,31302586
-0,09029716;-0,015459269
-0,27007776;-0,1953589
-0,5280156;-0,5312009
-0,53333074;-0,4981947
0,089555085;0,17525452
-0,017481804;0,0327017
-0,3477263;-0,24172194
0,037245154;0,13834408
0,097346;0,21199958
-0,025592327;0,090081364
-0,47216964;-0,40957046
-0,43706846;-0,39431232
-0,3676027;-0,32015985
-0,12893964;-0,1790995
